en	zo
And I will sow her for Myself in the land. I will show mercy to ‘No Mercy.’ I will say to ‘Not My People,’ ‘You are My people,’ and they will say, ‘You are my God.’”	Leitungah ka mite kipsakin a cithei-in ka bawl ding a, hehpih loh, a kici mite ka hehpih ding a, ka mi hi lo, a kici mite, ka mi na hi uh hi, ka ci ding a, amaute in, “Nang pen kote’ Pasian na hi hi,” hong ci ding uh hi, Topa in a ci hi.
Surely the Lord GOD does nothing without revealing His plan to His servants the prophets.	Topa Pasian in ama nasem kamsangte tungah ama geelna theisak masa lopi-in bangmah hih het lo hi.
And should I not be concerned about the great city of Nineveh, which has more than 120,000 people who cannot tell their right hand from their left, and many cattle as well?”	Tua ahihleh keimah in ganhing tampi tham lo, a taklam khut le a veilam khut nangawn a khenthei nai lo naupang tul za le tul sawmnih sangin a tamzawte’ tenna, a lian mahmah Nineveh khuapi pammaih sa lo ding ka hi hiam?” ci-in a dawngkik hi.
The LORD is slow to anger and great in power; the LORD will not leave the guilty unpunished. His way is in the whirlwind and the storm, and clouds are the dust of His feet.	Topa lungduai mahmah a, a vang zong lian mahmah a, ahih hangin mimawhte khahkhong ngei lo hi. A paina peuhpeuhah huihpi nungin pingpei kipei a, ama paina hanga leivui leeng meiipi kai tawh kibang hi.
Though the fig tree does not bud and there are no grapes on the vines, though the olive crop fails and the fields produce no food, though there are no sheep in the pen and no cattle in the stalls,	Theigahte a hut khin a, leengguite a gah kei zongin, oliv kungte gah lo a, lo-ah an a piang kei zongin, tuu khempeuh a si khin a, ganbuk khempeuh a hawm khin zongin,
Seek the LORD, all you humble of the land, who carry out His justice. Seek righteousness, seek humility; perhaps you will be sheltered on the day of the LORD’s anger.	Kiniamkhiatin, Topa’ thupiakna a mang Judah gammi khempeuh aw, Topa’ kiang zuan un. A manin gamta unla, kiniamkhiat un. Tua hileh Topa’ hehna hong kilat ciangin, tua hehna hangin gimna panin na peng khathei ding uh hi.
And I will pour out on the house of David and on the inhabitants of Jerusalem a spirit of grace and supplication. And they will look on Me, the One they have pierced; and they will mourn for Him as one mourns for an only son, and grieve bitterly for Him as one grieves for a firstborn.	“David’ suanlekhakte le Jerusalem khuamite’ tungah hehpihna lungsim le thungetna lungsim ka guan ding hi. Amaute in a sutlup uh mipa enin, ta khat neihsun a sihsuah mite bangin kap ding uh a, tacil a khuaisuahte bangin nakpitakin kapin thum ding uh hi.
“Behold, I will send you Elijah the prophet before the coming of the great and dreadful day of the LORD.	“Ahi zongin tua a lauhuai lian mahmah Topa’ ni hong tun ma-in note kiangah kamsang Elijah kong paisak ding hi.
And I tell you that you are Peter, and on this rock I will build My church, and the gates of Hades will not prevail against it.	Ke’n kong genin-ah: Nang pen suangneu a cihnopna Peter na hi hi. Hih suangpi tungah ka pawlpi ka lam ding a, sihna nangawn in zo zo ngei lo ding hi.
“The time is fulfilled,” He said, “and the kingdom of God is at hand. Repent and believe the gospel!”	“A hunhoih hong tungta a, Pasian’ Uk ding hun hong kipanta hi. Na mawhna uh kisikkik unla, hih Lungdamna Thuthak um un,” ci-in a hilh hi.
“Glory to God in the highest, and on earth peace to men on whom His favor rests.”	“Van a sang belna-ah a om Pasian’ min thang hen la, ama pahtak leitung mite tungah nopna om ta hen,” a ci uh hi.
The next day John saw Jesus coming toward him and said, “Look, the Lamb of God, who takes away the sin of the world!	A zing ciangin Johan in ama kiangah Jesuh hong pai a muh ciangin, “En un, leitung mawhna a lakhia Pasian’ Tuuno hih lai-ah hong pai hi.
Then Peter began to speak: “I now realize how true it is that God does not show favoritism,	Tua ciangin Peter a kam ka-in thu hilh ding kipan a, “Pasian in kuamah angvan’ tuam nei loin,
that if you confess with your mouth, “Jesus is Lord,” and believe in your heart that God raised Him from the dead, you will be saved.	Jesuh pen Topa hi, ci-in mite kiangah genin, Pasian in sihna panin amah hingkiksak zo hi, ci-in na lungsim sung uhah na up taktak uhleh hotkhiatna na ngah ding uh hi.
Now to each one the manifestation of the Spirit is given for the common good.	Mi khempeuh a dingin phattuamna a omtheih nadingin Kha Siangtho’ hong ompihna a nam tuamtuamin hong kilang hi.
But He said to me, “My grace is sufficient for you, for My power is perfected in weakness.” Therefore I will boast all the more gladly in my weaknesses, so that the power of Christ may rest on me.	Ahi zongin Topa in kei kiangah, “Na tha a nem ciangin keima vangliatna hat mahmah ahih manin nangma kisapna pen keima hehpihna hi bek hi,” ci-in hong dawng hi. Tua ahih manin keima sungah Khrih vangliatna hong omtheih nadingin lungdam takin ka thaneemna ka kisialhpih semsem hi.
It is for freedom that Christ has set us free. Stand firm, then, and do not be encumbered once more by a yoke of slavery.	Khrih in eite hong khahkhiat khitna hangin mi suaktate hi khinta ihih manin tua suahtakna thu-ah kipin om unla, sila va suakkik nawn kei un.
Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave you.	khatlekhat kihehpihin, lungsim nem tawh na kihozaw unla, Khrih’ hangin Pasian in note’ mawhna hong maisak mah bangin khatlekhat na mawhna uh na kimaisak ta un.
Do not be anxious about anything, but in everything, by prayer and petition, with thanksgiving, present your requests to God.	Thu khat peuhpeuhah lunghimawh lua kei unla, na kisap bangbang uh, lungdamna tawh Pasian kiangah na ngen un.
Since, then, you have been raised with Christ, set your hearts on things above, where Christ is seated at the right hand of God.	Note pen Khrih tawh a thokik khinte na hih manun, Pasian’ taklam a kumpi tokhom tungah Khrih a tutna mun vantung thute ngaihsutin nei un.
For the Lord Himself will descend from heaven with a loud command, with the voice of the archangel, and with the trumpet of God, and the dead in Christ will rise first.	Pasian’ thupiakna awging lianpi, vantungmi mangpa’ thugenna, le Pasian’ peengkul hong ging ding a, vantung panin Topa mahmah hong paisuk ding hi.
Do your best to present yourself to God as one approved, a worker who does not need to be ashamed and who correctly handles the word of truth.	Pasian’ thuman a mantakin hilhin, na nasepna-ah maizumna thuak loin, Pasian’ pahtakna na ngahtheih nadingin na siam tawpin hanciam in.
Let us then approach the throne of grace with confidence, so that we may receive mercy and find grace to help us in our time of need.	Tua ahih manin a kisap hunin, eite a hong huh dingin hehpihna le dikna thupha i ngahtheih nadingin, kimuanna lungsim tawh hehpihna tokhom va zuan ciat ni.
If any of you lacks wisdom, he should ask God, who gives generously to all without finding fault, and it will be given to him.	Pilna kisam na om uhleh Pasian kiangah ngen un. Mi khempeuh tungah Pasian dikin cingh mahmah ahih manin hong pia ding hi.
He Himself bore our sins in His body on the tree, so that we might die to sin and live for righteousness. “By His stripes you are healed.”	Eite, mawhna lamah misi bangin, thuman lamah nungta-in i gamtat theih nadingin Khrih mahmah in eite’ mawhna ama pumpi mahmah tawh singlamteh tungah a pua hi. Ama liamna hangin note in damna na ngah uh hi.
Through these He has given us His precious and magnificent promises, so that through them you may become partakers of the divine nature, now that you have escaped the corruption in the world caused by evil desires.	Amah in piak dingin a hong ciam a manpha mahmah nate hih bangzia-in hong pia a, hih ama hong piak nate hangin leitungah a om siatna a piangsak thei duhluatna le deihluatnate panin na suakta uh a, Pasian’ pianziate na nei uh hi.
This is the confidence we have before Him: If we ask anything according to His will, He hears us.	Eite in ama deihna tawh kituakin i nget nakleh i nget khempeuh Pasian in hong pia ding hi, ci-in kimuanna lungsim i nei hi.
I am the Living One; I was dead, and behold, I am alive forever and ever! And I hold the keys of Death and of Hades.	a nungta mipa zong ka hi hi. Kei ka si ngei hi. Ahi zongin tu-in hong en in, a nungta tawntung ka hi hi. Sihna le misite omna gam keima khutnuai ahi uh hi.
The Spirit and the bride say, “Come!” And let the one who hears say, “Come!” And let the one who is thirsty come, and the one who desires the water of life drink freely.	Kha Siangtho le Mothak in Jesuh kiangah, “Hong pai in,” a ci uh hi. Hih thu a za mi khempeuh in zong Jesuh aw, “Hong pai in,” ci ta uh hen. A dangtak mi khempeuh hong pai uh hen la, a deih khempeuh in nuntakna tui a khongin hong la ta uh hen.
This is the account of Noah and his family. Noah was a righteous man, blameless among the people of his time, and he walked with God.	Noah’ tangthu hih bang ahi hi. Noah a thuman mi khat hi a, ama khangah paubaang lo hi. Noah pen Pasian tawh kikhawl hi.
“And let them make Me a sanctuary, that I may dwell among them.	Amaute’ lakah kei ka om theih nadingin kei a dingin biakbuk khat amaute bawlsak in.
This is to be a lasting ordinance for you: Atonement is to be made once a year for all the sins of the Israelites.” And it was done, as the LORD commanded Moses.	Hih pen Israel mite a dingin amau’ khialhnate khempeuh hangin kum khatin khatvei kilemna a kibawlsak theih nadingin note a dingin a om tawntung ngeina kip khat hi ding hi,” a ci hi. Topa in amah a thupiak bangin Moses a gamta hi.
He is the Rock, His work is perfect; for all His ways are just. A God of faithfulness without injustice, righteous and upright is He.	“Eite’ belh Topa, a nasepna kicing a, ama sepna khempeuh thumanna ahi hi. Thumanna nei-in, mawhna a nei lo Pasian hi a, amah thutangin thuman hi.
Then the LORD said to Cain, “Where is your brother Abel?” “I do not know,” he replied. “Am I my brother’s keeper?”	Tua ciangin Topa in Kain tungah, “Na sanggampa Abel koi-ah om ahi hiam?” a ci hi. Amah in, “Ka thei kei hi. Kei, ka sanggam a kem pa ka hi hiam?” ci hi.
Then they said, “Come, let us build ourselves a city, with a tower that reaches to the heavens, so that we may make a name for ourselves and not be scattered over the face of the whole earth.”	Tua ciangin amaute in, “Hong pai un, leitung buppi-ah eite i kithehthang gawp loh nadingin ei a dingin khuapi khat bawlin, a dawn in vantung a ban ding tausang khat lamin, eite’ minthan nading khat bawl ni,” ci uh hi.
And he had a dream, and behold, a stairway was set on the earth with its top reaching to heaven; and behold, the angels of God were ascending and descending on it.	Amah in mang man a, leitungah kahlei khat kiphutin, a kahlei dawn in van ban hi. Pasian’ vantung mite tua kahlei tungah kah to-in a kum suk a mu hi.
The blood will be a sign for you on the houses where you are. And when I see the blood, I will pass over you. No plague will fall on you to destroy you when I strike the land of Egypt.	Note’ omna inn tunga sisan pen note a dingin lim hi ding hi. Sisan ka muh ciangin note kong paisan ding a, Egypt leitang ka vatgawp ciangin note hong susia ding gimna note’ tungah hong tung lo ding hi.
And the priests who carried the ark of the covenant of the LORD stood firm on dry ground in the middle of the Jordan, while all Israel passed over on dry ground, until the whole nation had completed the crossing on dry ground.	Israel-te khempeuh lei keu tungah a galkah sung, minam bup in Jordan a khen’ khit mateng, Topa’ Thuciamna Singkuang a pua siampite Jordan gun laizang lei keu tungah ding uh hi.
Then Samson called out to the LORD, “O Lord GOD, please remember me. Strengthen me, O God, just once more, and let me with one blow get revenge on the Philistines for my two eyes.”	Tua ciangin Samson in Topa samin, “ Topa Pasian aw, kei hong phawk in, kong thum hi. Tu-a ka mittang nihte’ tang dingin Filistia mite ka thuktheih nadingin hong thahatsak in, tu-a bek kong thum hi,” a ci hi.
Then the LORD came and stood there, calling as before, “Samuel! Samuel!” And Samuel answered, “Speak, for Your servant is listening.”	Topa hong pai-in hong ding a, a hun dangte-a mah bangin, “Samuel! Samuel!” ci-in a sam hi. Tua ciangin Samuel in, “Hong gen in, na nasempa in za hi,” a ci hi.
So give Your servant a discerning heart to govern Your people and to distinguish between right and wrong. For who is able to govern this great people of Yours?”	Tua ahih ciangin keimah in a sia le a pha ka theihtheih nadingin na mite uk nading thu theihtelna lungsim na nasempa hong pia in. Bang hang hiam cih leh hih a lian a tam na mite kua in ukzo ding ahi hiam?” a ci hi.
So he went down and dipped himself in the Jordan seven times, as the man of God had told him, and his flesh was restored and became clean like that of a young boy.	Tua ahih ciangin Pasian mipa’ kamgen bangin amah paisukin Jordan gun sungah sagihvei kidiah hi. Tua ciangin a cilesa naupangno cilesa bangin a ngei bangkikin amah a siang hi.
because your heart was tender and you humbled yourself before God when you heard His words against this place and its inhabitants, and because you have humbled yourself before Me and have torn your clothes and wept before Me, I have heard you,’ declares the LORD.	hih mun le a tunga tengte langpanna ama kammal na zak ciangin na lungsim kisikin Pasian’ mai-ah na kiniamkhiat a, keima mai-ah nang kiniamkhiatin na puante balkekin ka mai-ah kap na hih manin, kei zong nang kong za hi, Topa in ci hi.
I praise You, for I am fearfully and wonderfully made. Marvelous are Your works, and I know this very well.	Kihtak dingin a kilawm na hih manin nang ka hong phat hi. Na nasepnate lamdang mahmah! Nangmah in kei nong lim theih mahmah hi.
A wife of noble character, who can find? She is worth far more than rubies.	Zi hoih pen suangmanpha sangin manphazaw pek a, ahi zongin zi hoih ngah ding haksa mahmah hi.
Set me as a seal over your heart, as a seal upon your arm. For love is as strong as death, its jealousy unyielding as the grave. It burns like a blazing fire, like a mighty flame.	Kei simloh kuamah ngai kei inla, kei simloh kuamah kawi kei in. Itna zong sihna zahin thahat a, ngaihna zong sihna zahin khauh hi. Itna, mei bangin kuangkhia a, meikuang lianpen a suak hi.
The Spirit of the Lord GOD is on Me, because the LORD has anointed Me to preach good news to the poor. He has sent Me to bind up the brokenhearted, to proclaim liberty to the captives and freedom to the prisoners,	Gimna a thuak mite tungah thuhoih a puak dingin Topa in kei hong teelin hong sawl ahih manin keima sungah Topa Pasian ’ kha hong om hi. Lungsim kitamzante a damsak ding, salin a kimante tungah suahtakna thu a gen ding, a kikhum mite a dingin thong kong a hong ding,
“Son of man, I have made you a watchman for the house of Israel. Whenever you hear a word from My mouth, you must give them warning from Me.	“Mihing ahi Ezekiel aw, Israel minamte’ galvil pa dingin nang kong koih hi. Nangma tungah ka hong gen hilhkholhnate khempeuh amaute tungah na gensawn ding hi.
“Look!” he answered. “I see four men, unbound and unharmed, walking around in the fire—and the fourth looks like a son of the gods!”	“Tua ahihleh bang hangin meikuang sungah mihing li a kawi paipai mu ka hi hiam? Amaute lah kihencip lo a, liam zong liam tuak beek lo uh hi. A lina pen pa hoh pasian-te khat tawh a kibang hi,” ci-in a dong hi.
My God sent His angel, and He shut the mouths of the lions. They have not hurt me, because I was found innocent in His sight. And also before you, O king, I have done no wrong.”	Pasian in a vantungmi hong sawl a, ka liam loh nadingin humpinelkaite’ kam a humcipsak hi. Kumpipa aw, mawhna ka bawl lohlam leh, nang tungah zong khialhna ka bawl lohna amah in hong thei ahih manin tua bangin a hong bawl hi,” a ci hi.
And a voice from heaven said, “This is My beloved Son, in whom I am well pleased!”	Tua sung mahin vantung panin aw khat hong ging a, “Hih pen ka it mahmah ka Tapa hi a, ama tungah ka lungkim mahmah hi,” a hong ci hi.
“Ask and it will be given to you; seek and you will find; knock and the door will be opened to you.	“Ngen un; na nget uhleh hong kipia ding hi. Zong un; na zon uh leh na mu ding uh hi. Kongkhak na kiu un; na kiuh uhleh hong kihon ding hi.
Taking her by the hand, He said to her, “Talitha koum!” (which means, “Little girl, I say to you, get up!”).	Tua ciangin numeino’ khut lenin, “Numeino aw, tho in,” a cihna, “ Talitha kumi ,” a ci hi.
He answered, “‘Love the Lord your God with all your heart and with all your soul and with all your strength and with all your mind’ and ‘Love your neighbor as yourself.’”	Amah in, “Na Topa Pasian na lungsim khempeuh, na nuntakna khempeuh, na hatna khempeuh, le na pilna khempeuh tawh na it inla, nangmah na ki-it bangin na vengte na it in,” ci-in kigelh hi, ci-in a dawng hi.
“Truly, truly, I tell you,” Jesus declared, “before Abraham was born, I am!”	Jesuh in, “A taktakin ci lehang, Abraham a pian’ ma-in kei ka omkhin hi,” ci-in a dawng hi.
“Who are You, Lord?” Saul asked. “I am Jesus, whom you are persecuting,” He replied.	Saul in, “Topa aw, kua na hi hiam?” ci-in a dot ciangin, “Nangmah in na hong bawlsiat Jesuh ka hi hi.
They replied, “Believe in the Lord Jesus, and you will be saved—you and your household.”	Amaute in, “Topa Jesuh um in. Tua hileh nang le na innkuanpihte in hotkhiatna na ngah ding uh hi,” ci-in a dawng uh hi.
But God proves His love for us in this: While we were still sinners, Christ died for us.	Ahi zongin eite mawhna nei ihih laitakin eite a dingin Khrih hong si ahih manin Pasian in eite hong it mahmahna thu hong lak khin hi.
No temptation has seized you except what is common to man. And God is faithful; He will not let you be tempted beyond what you can bear. But when you are tempted, He will also provide a way out so that you can endure it.	Na tuah uh ze-etnate khempeuh pen mite’ tuah ngeingeite mah ahi hi. Pasian in citakin a thuciamna lenkip ahih manin note’ thuak zawh loh ding ze-etna hong tuaksak lo ding hi. Ze-etna na tuah hun uh ciangin zong na thuakzawh nading uh thahatna hong guan ding ahih manin na suahtak zawh nading uh lampi hong honsak ding hi.
God made Him who knew no sin to be sin for us, so that in Him we might become the righteousness of God.	Khrih tawh i kipawlna hangin eite zong Pasian tawh a kibangin midik i suahtheih nadingin mawhna a nei lo Khrih pen eite’ tang dingin Pasian in mawhnei mi a suaksak hi.
For you, brothers, were called to freedom. But do not use your freedom to indulge the flesh; rather, serve one another in love.	Sanggamte aw, note ahihleh a suakta mi ahi dingin Pasian in a hong sap ahi hi. Ahi zongin tua suahtakna pen na pumpi uh ut bangbangin gamtat theih nadingin paulam zonna-in nei kei unla, itna tawh khatlekhat kikhualna-in zangzaw un.
Put on the full armor of God, so that you can take your stand against the devil’s schemes.	Dawimangpa’ hong hih nading khempeuh na dalzawh nadingun Pasian’ galvan namkim na zang un.
that at the name of Jesus every knee should bow, in heaven and on earth and under the earth,	Tua ahih manin vantung, leitung, leinuai-a om mi khempeuh in Jesuh pahtawi-in khukdin ding uh a,
For in Christ all the fullness of the Deity lives in bodily form,	Bang hang hiam cih leh mihing hong suahna sungah Khrih in Pasian’ pianzia khempeuh a kimtakin nei a,
May God Himself, the God of peace, sanctify you through and through. May your whole spirit, soul, and body be kept blameless at the coming of our Lord Jesus Christ.	Nopsakna a hong pia Pasian in na khempeuhah sianthona le kicinna hong pia hen la, na kha uh, na nuntakna uh, le na pumpi uh hoihtakin hong kem hen la, i Topa Jesuh Khrih hong pai ciangin mawhna khat zong a nei het lo dingin hong bawl tahen.
For even when we were with you, we gave you this command: “If anyone is unwilling to work, he shall not eat.”	Note tawh ka hong omkhawm lai-un, “Na a sem nuam lo mi peuhmah an nesak kei un,” ci-in ka hong gen uh hi.
This is a trustworthy saying, worthy of full acceptance: Christ Jesus came into the world to save sinners, of whom I am the worst.	Khrih Jesuh, mawhneite a honkhia dingin leitungah hong pai hi, cihna thu a man hi a, a uphuai a sanhuai thu ahi hi. Keimah zong tua mawhnei mite lakah a mawhpha bel ka hi hi.
For this reason I also suffer these things. But I am not ashamed, for I know whom I have believed, and I am convinced that He is able to guard what I have entrusted to Him for that day.	Tua ahih manin hih bangteng a thuak ka hi hi. Ahi zongin ka up pa ka thei a, ama tungah ka apte tua Ni dong hong kepsakzo ding hi, ci-in thei ka hih manin ka maizum het kei hi.
For the grace of God has appeared, bringing salvation to all men.	Bang hang hiam cih leh mi khempeuh in hotkhiatna a ngahtheih nadingun Pasian in ama hehpihna hong lak khinzo hi.
Therefore He is able to save completely those who draw near to God through Him, since He always lives to intercede for them.	Tua hi a, mite a dingin a thumsak thei dingin amah nungta tawntung ahih manin ama tungtawnin Pasian kiang a zuante khempeuh, tu a kipanin a tawntungin a honkhia thei ahi hi.
And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and that He rewards those who earnestly seek Him.	Upna lo tawh kuamah in Pasian lungkimsak zo lo hi. Pasian kiang a zuan mi peuhmah in Pasian a om takpi ahihna thu le amah a zongte Pasian in thaman pia hi, ci-in a up ding kisam hi.
You believe that there is one God. Good! Even the demons believe that—and shudder.	Pasian khat bek om hi, ci-in na um hi. Tua pen hoih mahmah hi. Dawite nangawn in zong tua bangin umin lau-in ling deldel uh hi.
Submit yourselves, then, to God. Resist the devil, and he will flee from you.	Tua ahih manin Pasian’ thu na mang un. Dawimangpa na nial un. Nial le-uhcin no kiang panin taikhia ding hi.
Each one should use whatever gift he has received to serve others, faithfully administering God’s grace in its various forms.	Pasian’ piak na a zatsiamte bangin Pasian’ kiang panin na ngah uh nate, midangte’ phattuam nadingin na zang un.
But do not forget this one thing, dear friends: With the Lord a day is like a thousand years, and a thousand years are like a day.	Ahi zongin ka itte aw, na mangngilh loh ding uh ka deih thu in: Topa a dingin ni khat le kum khat, kum tulkhat le ni khat a kilamdan’ luatna om lo hi.
Do not love the world or anything in the world. If anyone loves the world, the love of the Father is not in him.	Hih leitung nate le Pasian tawh a kizom lo thute deihluatin nei kei un. Mi khatpeuh in hih leitung nate a deihluat leh amah in Pa Pasian it taktak thei lo hi.
We love because He first loved us.	Pasian in eite hong it masa ahih manin eite in itna i nei thei hi.
But I have this against you: You have abandoned your first love.	Ahi zongin note ka hong mawhsakna khat om a, tua in: A masa lai-a kei na hong it bangun tu-in na hong it nawn kei uh hi.
So, because you are lukewarm—neither hot nor cold—I am about to spit you out of My mouth.	Ahi zongin note pen vot lah vot vet lo, sa lah sa vet loin a laklawhin om na hih manun ka kam sung panin ka hong siakhia ding hi.
They have conquered him by the blood of the Lamb and by the word of their testimony; and they did not love their lives so as to shy away from death.	I sanggamte in Tuuno sisan le thuman a genna uh tawh amah na zo uh a, a nuntakna nangawn uh na pia ngam uh hi.
And He who was seated on the throne said, “Behold, I am making all things new.” Then He said, “Write this down, for these words are trustworthy and true.”	Tua ciangin tokhom tungah a tupa in, “Tu-in na khempeuh a thakin ka bawl hi,” ci hi. Tua ciangin, “Hih thute thumanin muantaak ahih manin lai-ah gelh in,” hong ci lai hi.
“Behold, I am coming soon! My reward is with Me, and I will give to each person according to what he has done.	Tua ciangin Jesuh in, “Kei ka hong pai baihta ding a, mi khempeuh a gamtatna uh tawh kizui-in a thaman ding uh ka hong puak ding hi.
The grace of the Lord Jesus be with all the saints. Amen.	Topa Jesuh hong hehpihna thupha, note khempeuh tungah hong om tahen. Amen.
Abram believed the LORD, and He credited it to him as righteousness.	Amah in Topa muang hi. Tua ahih manin ahi ding bangin Abram gamta hi, ci-in Topa in a ciamteh hi.
And He passed in front of Moses, proclaiming, “The LORD, the LORD, the compassionate and gracious God, slow to anger, and abounding in loving devotion and faithfulness,	Ama mai-ah Topa pai-in, “Topa , Topa , hehpihna nei-in a dik Pasian; lungduai-in itna kip le thutakna tawh a dim;
So you shall consecrate the fiftieth year and proclaim liberty throughout the land to all its inhabitants. It shall be a Jubilee for you.	Note in a kum sawmngana siangthosakin, gam sunga a teng mi khempeuh tungah suahtakna thu na zasak ding uh hi. Note in nomau’ neihsa ciat ngahkikin, sila-in a kizuak mite nomau’ innkuanpihte ciat kiangah na ciahkik uh ciangin note a dingin jubilee hi ding hi.
And among the cities you give to the Levites, you are to designate six cities of refuge, to which a manslayer may flee.	Levi mite tungah na piak uh khuapite pen bukna khuapi gukte hi ding a, mi thatte tua lai-ah na taisak ding uh a, tuate’ banah khuapi sawmli le nih na pia thuah ding uh hi.
Be strong and courageous. Do not be afraid or terrified because of them, for the LORD your God goes with you; He will never leave you nor forsake you.”	Thahat unla, hang un. Lau kei unla, amaute kihta kei un. Bang hang hiam cih leh note tawh hong pai pa pen Topa na Pasian uh ahi hi. Note hong cimawhsak lo ding a, hong nusia lo ding hi,” a ci hi.
So the sun stood still and the moon stopped until the nation took vengeance upon its enemies. Is this not written in the Book of Jashar? The sun stopped in the middle of the sky and delayed going down about a full day.	Tua ciangin hih minamte in a galte uh a zawh khit mateng ni ding cipin kha a khawl hi. Hih thute, Jashar’ Laibu sungah kigelh hi. Vankim lai-ah ni khawlin ni khat bup bang tumsuk lo hi.
“So may all Your enemies perish, O LORD! But may those who love You be like the sun when it rises in its strength.” And the land had peace for forty years.	“Tua ahih ciangin na gal khempeuh si khin uh hi, Topa ! Ahih hangin na lawmte pen a vangliatna tawh a suak ni bang ta hen,” a ci uh hi. Tua ciangin tua gam in kum sawmli sung tawlngakna hun a nei hi.
He raises the poor from the dust and lifts the needy from the ash heap. He seats them with princes and has them inherit a throne of honor. For the foundations of the earth are the LORD’s; upon them He has set the world.	Amah in leivui panin mizawngte phongto a, amah in a cimawhte a lungkhamna panun a phongto hi. Uliante tawh tukhawmsak a, minphatna ngahsak hi. Bang hang hiam cih leh leitung khuampite Topa a’ hi a, tuate tungah amah in leitung pumpi a koih hi.
Then David said to Nathan, “I have sinned against the LORD.” And Nathan replied, “The LORD has taken away your sin. You will not die.	David in hih thu a zak ciangin Nathan kiangah, “ Topa’ tungah ka khial khin hi,” a ci hi. Tua ciangin Nathan in David kiangah, “ Topa in zong na khialhna hong maisak khinzo hi; nang na si kei ding hi.
When all the people saw this, they fell prostrate and said, “The LORD, He is God! The LORD, He is God!”	Mi khempeuh in tua thu a muh uh ciangin a mai uh leilam ngatin puk uh hi. Amaute in, “ Topa pen Pasian ahi hi; Topa pen Pasian ahi hi,” a ci uh hi.
“Go back and tell Hezekiah, the ruler of My people, ‘This is what the LORD, the God of your father David, says: I have heard your prayer; I have seen your tears. Behold, I will heal you.	“Kileh kik inla keima mite’ makai Hezekiah kiangah hih bangin gen in: Na thungetna ka za khin a, na khituite ka mu khin hi. En in, nang kong damsak ding a, ni thum ni-in Topa’ biakinn-ah na paito ding hi.
Give thanks to the LORD, for He is good; His loving devotion endures forever.	Amah hoih ahih manin Topa’ tungah lungdamna ko un; bang hang hiam cih leh ama itna kip a tawntungin a kho hi!
For the eyes of the LORD range throughout the earth to strengthen those whose hearts are fully committed to Him.	Bang hang hiam cih leh ama lamah a lungsim a paubaang lo mite’ tangin ama vangliatna a lak dingin Topa’ mit in leitung khempeuh en kawikawi hi. Hih thu-ah na hai gamtat khin hi; bang hang hiam cih leh tu a kipan gal na do ding hi,” a ci hi.
And they sang responsively with praise and thanksgiving to the LORD: “For He is good; for His loving devotion to Israel endures forever.” Then all the people gave a great shout of praise to the LORD, because the foundation of the house of the LORD had been laid.	Tua ciangin amaute in Topa phatna le lungdamkohna a kidawngin sa uh a, “ Topa hoih hi; bang hang hiam cih leh Israel-te hong itna kip tawntung hi,” a ci uh hi. Topa’ biakinn bulpi kiphut khin ahih manin mi khempeuh in nakpitakin Topa phat uh hi.
But I know that my Redeemer lives, and that in the end He will stand upon the earth.	“Ahi zongin a tawpna-ah kei hong panpih ding a nungta tawntung khat vantungah a omna thu ka thei hi.
But his delight is in the law of the LORD, and on His law he meditates day and night.	Ama nopsakna pen Topa thu sung bek mah hi a, sun le zanin ama thu a ngaihsunsun mi ahi hi.
Your word is a lamp to my feet and a light to my path.	Nangma thu pen lam hong lak ding meivak hi a, ka paina lampi-ah khuavak ahi hi.
He who oppresses the poor taunts their Maker, but he who is gracious to the needy honors Him.	Mizawngte bawlsiatna pen a piangsak Pasian simmawhna hi a, mizawngte tungah citna pen Pasian zahtakna ahi hi.
I have seen something else under the sun: The race is not to the swift, nor the battle to the strong, nor does food come to the wise, or wealth to the brilliant, or favor to the learned; but time and chance happen to them all.	Hih leitungah ka phawk dang thu khat in: A taihat mite in tai kidemna-ah zo tawntung lo a, galhang thahatte in gal zo tawntung lo hi. A pilte in an a kham ngah tawntung lo a, a pilte hau tawntung lo hi. Hih theih siamna a neite milian suak tawntung lo hi. Mi khempeuh tungah kamsiatna vive tung hi.
Do you not know? Have you not heard? The LORD is the everlasting God, the Creator of the ends of the earth. He will not grow tired or weary, and His understanding no one can fathom.	Thei nai lo a, za nai lo na hi hiam? Topa pen tawntung Pasian hi a, leitung mong khempeuh dong a Piangsak pa ahi hi. Amah gim lo a, zong tawl lo hi. Ama thu theihtelna kigen zo lo hi.
“Can a man hide in secret places where I cannot see him?” declares the LORD. “Do I not fill heaven and earth?” declares the LORD.	Mi khat peuhpeuh kei’ muh loh dingin busim thei ding ahi hiam, Topa in kong ci hi. Leitung, vantung, mun khempeuhah ka om lamtak thei lo na hi uh hiam, Topa in kong ci hi.
Though He brings grief, He will show compassion, according to the abundance of His loving devotion.	Dahna hong thuaksak thei ding a, ahih hangin eite a hong itna muanhuai-in kip tawntung hi.
Behold, every soul belongs to Me; the soul of the father is as much Mine as the soul of the son. The soul who sins is the one who will die.	Mi khempeuh keima a’ hi a, pate ahi a, tate ahi zongin keima-a’ ahi hi. A mawh mipa bek si ding hi.
